x_max,signal,peak_omega,amp_norm
300000000,psi_norm,41.02158095471581,0.3289794098648042
300000000,psi_norm,43.2270422963672,0.3148807914415021
300000000,psi_norm,48.07905724800025,0.2920525180016935
300000000,psi_norm,49.84342632132136,0.2817144910361319
300000000,psi_norm,52.931072199633306,0.2648753395318607
300000000,psi_norm,56.459810346275525,0.24844007823096964
300000000,psi_norm,60.870733029578304,0.23781698213371957
500000000,theta_norm,13.6266518123831,0.3619343833320436
500000000,theta_norm,14.052484681520072,1.0
500000000,theta_norm,14.478317550657044,0.6644100547874782
500000000,theta_norm,20.86581058771162,0.610266583899669
500000000,theta_norm,21.291643456848593,0.5095184519713701
500000000,theta_norm,24.69830640994437,0.4054336346693738
500000000,theta_norm,25.12413927908134,0.5430004329142288
500000000,theta_norm,30.234133708725004,0.4062026092272397
500000000,theta_norm,30.659966577861976,0.3778621600186277
500000000,theta_norm,32.78913092354683,0.41061941961947734
500000000,theta_norm,33.214963792683804,0.3268554214349172
500000000,theta_norm,37.47329248405352,0.37231802658495317
500000000,theta_norm,37.89912535319049,0.27989503064420473
500000000,theta_norm,40.8799554371493,0.3383230443832448
500000000,theta_norm,43.009119782834155,0.23609760552282774
500000000,theta_norm,43.43495265197113,0.31981951553397747
500000000,theta_norm,48.11911421247782,0.2819923423948657
500000000,theta_norm,49.822445689025706,0.2945443584587908
500000000,theta_norm,52.80327577298451,0.25249416681495174
500000000,theta_norm,60.894100286586976,0.23740571570134517
500000000,psi_norm,13.6266518123831,0.37183574730420305
500000000,psi_norm,14.052484681520072,1.0
500000000,psi_norm,14.478317550657044,0.6580160074980277
500000000,psi_norm,20.86581058771162,0.6261702479276954
500000000,psi_norm,21.291643456848593,0.5191809854273535
500000000,psi_norm,24.69830640994437,0.398939583191093
500000000,psi_norm,25.12413927908134,0.5465035747640523
500000000,psi_norm,30.234133708725004,0.4123760005323711
500000000,psi_norm,30.659966577861976,0.38884437213252493
500000000,psi_norm,32.78913092354683,0.4126011148484065
500000000,psi_norm,33.214963792683804,0.32884544659474035
500000000,psi_norm,37.47329248405352,0.3677753672136174
500000000,psi_norm,37.89912535319049,0.2726072604888783
500000000,psi_norm,40.8799554371493,0.345930010378269
500000000,psi_norm,43.009119782834155,0.23168643512686188
500000000,psi_norm,43.43495265197113,0.3173374062273296
500000000,psi_norm,48.11911421247782,0.2900421440802436
500000000,psi_norm,49.822445689025706,0.2899570126356384
500000000,psi_norm,52.80327577298451,0.2468946464652119
500000000,psi_norm,60.894100286586976,0.24088878937303596
1000000000,theta_norm,13.827326416526844,0.6983244852534223
1000000000,theta_norm,14.234012487601163,1.0
1000000000,theta_norm,14.640698558675483,0.3279311836580404
1000000000,theta_norm,20.740989624790267,0.4887560178976466
1000000000,theta_norm,21.147675695864585,0.6347467253609742
1000000000,theta_norm,24.807850335533455,0.49712657318865305
1000000000,theta_norm,25.214536406607774,0.48617393949803683
1000000000,theta_norm,30.094769259499603,0.30587972889955367
1000000000,theta_norm,30.501455330573922,0.4548067499640388
1000000000,theta_norm,32.94157175701984,0.4444412130135449
1000000000,theta_norm,37.41511853883734,0.34750325295711837
1000000000,theta_norm,37.821804609911666,0.3230643840929525
1000000000,theta_norm,40.668607107431896,0.26497148106198715
1000000000,theta_norm,41.075293178506215,0.31252408515143565
1000000000,theta_norm,43.10872353387781,0.2854514490748538
1000000000,theta_norm,43.515409604952126,0.2894939156371956
